Deal ID,Company ID,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,Current Financing Status,Current Business Status,Universe,CEO PBId,CEO Education,Deal No.,Deal ID.1,Deal Date,Deal Size,Deal Size Status,Pre-money Valuation,Post Valuation,% Acquired,Raised to Date,VC Round,Price per Share,Series,Deal Type,Deal Class,Total Invested Equity,Deal Status,Business Status,Financing Status,# Investors,# New Investors,# Follow-on Investors,Current Employees,Native Currency of Deal,HQ Location,HQ Global Region,HQ Global Sub Region,Company City,Company Country,Year Founded
50562-28T,101484-10,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Systems and Information Management","CloudTech & DevOps, SaaS, TMT","microservice infrastructure, microservices systems, software infrastructure, software infrastructure platform, web hosting",Venture Capital-Backed,Generating Revenue,Venture Capital,101281-06P,"University of Cologne, Degree, 2006",2,50562-28T,1/22/2015,17.205997603355303,Actual,-1.0,-1.0,0.0,1.11,No Round,0.0,No Categorization,Accelerator/Incubator,Other,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,24.0,Euros (EUR),"Cologne, Germany",Europe,Western Europe,Cologne,Germany,2014.0
102662-56T,101484-10,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Systems and Information Management","CloudTech & DevOps, SaaS, TMT","microservice infrastructure, microservices systems, software infrastructure, software infrastructure platform, web hosting",Venture Capital-Backed,Generating Revenue,Venture Capital,101287-27P,"Degree, 1999, Economics; Degree, 2000, International Business Administration; Diploma, 1998, Economics",4,102662-56T,9/4/2017,17.205997603355303,Actual,-1.0,-1.0,0.0,2.33,No Round,0.0,No Categorization,Accelerator/Incubator,Other,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,24.0,Euros (EUR),"Cologne, Germany",Europe,Western Europe,Cologne,Germany,2014.0
55075-96T,101503-45,Information Technology,Software,Software Development Applications,"Application Software, Software Development Applications*","CloudTech & DevOps, Mobile, TMT","app building, app personalization, application development, interactive application development, sdk tools",Formerly VC-backed,Out of Business,Venture Capital,109601-74P,"BS (Bachelor of Science), 2002, Computer Science; IDC Herzliya, MBA (Master of Business Administration), 2007",2,55075-96T,1/13/2015,0.11,Actual,-1.0,-1.0,6.0,0.11,No Round,0.0,No Categorization,Accelerator/Incubator,Other,0.11,Completed,Startup,Accelerator/Incubator Backed,3.0,3.0,0,4.0,US Dollars (USD),"Tel Aviv, Israel",Middle East,Middle East,Tel Aviv,Israel,2014.0
93420-37T,101503-45,Information Technology,Software,Software Development Applications,"Application Software, Software Development Applications*","CloudTech & DevOps, Mobile, TMT","app building, app personalization, application development, interactive application development, sdk tools",Formerly VC-backed,Out of Business,Venture Capital,109601-74P,"BS (Bachelor of Science), 2002, Computer Science; IDC Herzliya, MBA (Master of Business Administration), 2007",1,93420-37T,1/1/2015,17.205997603355303,Actual,-1.0,-1.0,0.0,36.71123722431411,1st Round,0.0,No Categorization,Early Stage VC,Venture Capital,18.2029600523903,Completed,Startup,Venture Capital-Backed,2.0,2.0,0,4.0,US Dollars (USD),"Tel Aviv, Israel",Middle East,Middle East,Tel Aviv,Israel,2014.0
106123-78T,101525-50,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"CloudTech & DevOps, Mobile, SaaS, TMT","beauty vertical, fulfillment, inventory management platform, mobile app development, mobile point of sale, mobile point of sale platform, mobile point of sale technology, mobile retail, mobile retail platform, omnichannel customer experience, omnichannel dashboard, omnichannel mobile platform, omnichannel retail software, omnichannel retailing, omnichannel services, omnichannel software, omnichannel transformation",Venture Capital-Backed,Generating Revenue,Venture Capital,57702-88P,"Degree, 2009, Business Economics",4,106123-78T,5/18/2018,20.0,Actual,150.0,170.0,11.76,108.7,4th Round,0.69,Series B,Early Stage VC,Venture Capital,20.0,Completed,Generating Revenue,Venture Capital-Backed,0.0,0.0,0,152.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2015.0
90763-66T,101525-50,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"CloudTech & DevOps, Mobile, SaaS, TMT","beauty vertical, fulfillment, inventory management platform, mobile app development, mobile point of sale, mobile point of sale platform, mobile point of sale technology, mobile retail, mobile retail platform, omnichannel customer experience, omnichannel dashboard, omnichannel mobile platform, omnichannel retail software, omnichannel retailing, omnichannel services, omnichannel software, omnichannel transformation",Venture Capital-Backed,Generating Revenue,Venture Capital,160511-68P,"Degree, 2009, Business Economics",3,90763-66T,7/18/2017,50.0,Actual,100.0,150.0,33.33,88.7,3rd Round,0.69,Series B,Early Stage VC,Venture Capital,50.0,Completed,Startup,Venture Capital-Backed,5.0,3.0,2,152.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2015.0
54365-77T,101525-50,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"CloudTech & DevOps, Mobile, SaaS, TMT","beauty vertical, fulfillment, inventory management platform, mobile app development, mobile point of sale, mobile point of sale platform, mobile point of sale technology, mobile retail, mobile retail platform, omnichannel customer experience, omnichannel dashboard, omnichannel mobile platform, omnichannel retail software, omnichannel retailing, omnichannel services, omnichannel software, omnichannel transformation",Venture Capital-Backed,Generating Revenue,Venture Capital,57702-88P,"Degree, 2009, Business Economics",2,54365-77T,7/22/2015,30.0,Actual,22.73,52.73,56.89,38.7,2nd Round,0.44,Series A,Early Stage VC,Venture Capital,30.0,Completed,Startup,Venture Capital-Backed,3.0,3.0,0,152.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2015.0
52860-07T,101525-50,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"CloudTech & DevOps, Mobile, SaaS, TMT","beauty vertical, fulfillment, inventory management platform, mobile app development, mobile point of sale, mobile point of sale platform, mobile point of sale technology, mobile retail, mobile retail platform, omnichannel customer experience, omnichannel dashboard, omnichannel mobile platform, omnichannel retail software, omnichannel retailing, omnichannel services, omnichannel software, omnichannel transformation",Venture Capital-Backed,Generating Revenue,Venture Capital,57649-33P,"Degree, 2009, Business Economics",1,52860-07T,2/1/2015,8.7,Actual,6.14,14.84,58.64,8.7,1st Round,0.3,No Categorization,Seed Round,Individual,8.7,Completed,Startup,Angel-Backed,0.0,0.0,0,152.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2015.0
129701-26T,101525-50,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"CloudTech & DevOps, Mobile, SaaS, TMT","beauty vertical, fulfillment, inventory management platform, mobile app development, mobile point of sale, mobile point of sale platform, mobile point of sale technology, mobile retail, mobile retail platform, omnichannel customer experience, omnichannel dashboard, omnichannel mobile platform, omnichannel retail software, omnichannel retailing, omnichannel services, omnichannel software, omnichannel transformation",Venture Capital-Backed,Generating Revenue,Venture Capital,57702-88P,"Degree, 2009, Business Economics",5,129701-26T,1/13/2020,20.0,Actual,-1.0,-1.0,0.0,128.7,5th Round,0.0,No Categorization,Early Stage VC,Venture Capital,20.0,Completed,Generating Revenue,Venture Capital-Backed,3.0,1.0,2,152.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2015.0
81050-14T,101575-09,Information Technology,Software,Software Development Applications,"Application Software, Software Development Applications*","CloudTech & DevOps, Internet of Things, TMT","automated analytics, automation systems, automation work, device programming, enterprise integration product, fluid integration",Formerly VC-backed,Generating Revenue,Venture Capital,105555-70P,"Degree, 2009, Business Economics",2,81050-14T,1/11/2017,0.25,Actual,-1.0,-1.0,0.0,2.25,No Round,0.0,No Categorization,Accelerator/Incubator,Individual,0.25,Completed,Generating Revenue,Accelerator/Incubator Backed,1.0,1.0,0,40.0,US Dollars (USD),"Chino, CA",Americas,North America,Chino,United States,2009.0
104976-82T,101628-55,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Database Software","Big Data, CloudTech & DevOps, SaaS, TMT","database platform, developer platform, engineering platform, intelligence platform, productivity analytics tool, software development",Formerly VC-backed,Generating Revenue,"Debt Financed, Venture Capital",104762-71P,"University of Colorado, BA (Bachelor of Arts), 2004, Philosophy",8,104976-82T,4/26/2018,12.22,Actual,20.0,32.22,37.92,14.26,3rd Round,1.4,Series A,Early Stage VC,Venture Capital,12.22,Completed,Generating Revenue,Venture Capital-Backed,3.0,2.0,1,16.0,US Dollars (USD),"Durango, CO",Americas,North America,Durango,United States,2015.0
52625-80T,101628-55,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Database Software","Big Data, CloudTech & DevOps, SaaS, TMT","database platform, developer platform, engineering platform, intelligence platform, productivity analytics tool, software development",Formerly VC-backed,Generating Revenue,"Debt Financed, Venture Capital",104762-71P,"University of Colorado, BA (Bachelor of Arts), 2004, Philosophy",1,52625-80T,1/21/2015,0.8,Actual,4.0,4.8,16.67,0.8,1st Round,0.36,No Categorization,Seed Round,Venture Capital,0.8,Completed,Generating Revenue,Venture Capital-Backed,2.0,2.0,0,16.0,US Dollars (USD),"Durango, CO",Americas,North America,Durango,United States,2015.0
68085-46T,101628-55,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Database Software","Big Data, CloudTech & DevOps, SaaS, TMT","database platform, developer platform, engineering platform, intelligence platform, productivity analytics tool, software development",Formerly VC-backed,Generating Revenue,"Debt Financed, Venture Capital",104762-71P,"University of Colorado, BA (Bachelor of Arts), 2004, Philosophy",4,68085-46T,3/23/2016,0.12,Actual,1.59,1.71,7.0,1.84,No Round,0.0,No Categorization,Accelerator/Incubator,Other,0.12,Completed,Generating Revenue,Accelerator/Incubator Backed,1.0,1.0,0,16.0,US Dollars (USD),"Durango, CO",Americas,North America,Durango,United States,2015.0
52625-35T,101628-55,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Database Software","Big Data, CloudTech & DevOps, SaaS, TMT","database platform, developer platform, engineering platform, intelligence platform, productivity analytics tool, software development",Formerly VC-backed,Generating Revenue,"Debt Financed, Venture Capital",104762-71P,"University of Colorado, BA (Bachelor of Arts), 2004, Philosophy",2,52625-35T,2/16/2015,17.205997603355303,Actual,-1.0,-1.0,0.0,0.8,No Round,0.0,No Categorization,Accelerator/Incubator,Other,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,16.0,US Dollars (USD),"Durango, CO",Americas,North America,Durango,United States,2015.0
70197-04T,101628-55,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Database Software","Big Data, CloudTech & DevOps, SaaS, TMT","database platform, developer platform, engineering platform, intelligence platform, productivity analytics tool, software development",Formerly VC-backed,Generating Revenue,"Debt Financed, Venture Capital",104762-71P,"University of Colorado, BA (Bachelor of Arts), 2004, Philosophy",5,70197-04T,5/13/2016,0.2,Actual,-1.0,-1.0,0.0,2.04,2nd Round,0.0,No Categorization,Early Stage VC,Venture Capital,0.2,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,16.0,US Dollars (USD),"Durango, CO",Americas,North America,Durango,United States,2015.0
100216-72T,101628-55,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Database Software","Big Data, CloudTech & DevOps, SaaS, TMT","database platform, developer platform, engineering platform, intelligence platform, productivity analytics tool, software development",Formerly VC-backed,Generating Revenue,"Debt Financed, Venture Capital",104762-71P,"University of Colorado, BA (Bachelor of Arts), 2004, Philosophy",7,100216-72T,6/13/2017,0.25,Actual,-1.0,-1.0,0.0,2.04,No Round,0.0,No Categorization,Grant,Other,18.2029600523903,Completed,Generating Revenue,Corporation,1.0,1.0,0,16.0,US Dollars (USD),"Durango, CO",Americas,North America,Durango,United States,2015.0
53747-29T,101654-29,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"CloudTech & DevOps, HR Tech, SaaS, TMT","enterprise software developer, enterprise software platform, enterprise software product, enterprise software tools, talent development",Formerly VC-backed,Out of Business,Venture Capital,107005-51P,"MBA (Master of Business Administration), 2011, International Marketing; University of Maryland, BA (Bachelor of Arts), 2007, English",1,53747-29T,5/1/2015,0.5,Actual,-1.0,-1.0,0.0,0.5,Angel,0.0,No Categorization,Angel (individual),Individual,0.5,Completed,Startup,Angel-Backed,18.0,18.0,0,4.0,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,United States,2014.0
