Deal ID,Company ID,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,Current Financing Status,Current Business Status,Universe,CEO PBId,CEO Education,Deal No.,Deal ID.1,Deal Date,Deal Size,Deal Size Status,Pre-money Valuation,Post Valuation,% Acquired,Raised to Date,VC Round,Price per Share,Series,Deal Type,Deal Class,Total Invested Equity,Deal Status,Business Status,Financing Status,# Investors,# New Investors,# Follow-on Investors,Current Employees,Native Currency of Deal,HQ Location,HQ Global Region,HQ Global Sub Region,Company City,Company Country,Year Founded
116125-39T,163070-65,Information Technology,Software,Communication Software,"Business/Productivity Software, Communication Software*, Network Management Software","CloudTech & DevOps, SaaS, TMT","cloudtech and devops, collaboration platform, open source communication, open source communication platform, secure messaging, secure messaging platform",Venture Capital-Backed,Generating Revenue,Venture Capital,42854-50P,"Cornell University, Master's, Computer Science; Stanford Graduate School of Business, Master's, Business Administration; University of Waterloo, BAS (Bachelor of Applied Science), Computer Engineering",4,116125-39T,2/5/2019,20.0,Actual,56.0,76.0,26.32,23.62,2nd Round,2.43,Series A,Later Stage VC,Venture Capital,20.0,Completed,Generating Revenue,Venture Capital-Backed,7.0,6.0,1,141.0,US Dollars (USD),"Palo Alto, CA",Americas,North America,Palo Alto,United States,2015.0
119850-04T,163070-65,Information Technology,Software,Communication Software,"Business/Productivity Software, Communication Software*, Network Management Software","CloudTech & DevOps, SaaS, TMT","cloudtech and devops, collaboration platform, open source communication, open source communication platform, secure messaging, secure messaging platform",Venture Capital-Backed,Generating Revenue,Venture Capital,42854-50P,"Cornell University, Master's, Computer Science; Stanford Graduate School of Business, Master's, Business Administration; University of Waterloo, BAS (Bachelor of Applied Science), Computer Engineering",3,119850-04T,2/1/2017,3.5,Actual,-1.0,-1.0,0.0,3.62,1st Round,0.0,No Categorization,Seed Round,Venture Capital,3.5,Completed,Startup,Venture Capital-Backed,1.0,1.0,0,141.0,US Dollars (USD),"Palo Alto, CA",Americas,North America,Palo Alto,United States,2015.0
125793-46T,163075-15,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","cloud application, cloud native, cloudtech and devops, coding assistance, microservice monitoring, microservices architecture, microservices systems, software architecture",Private Equity-Backed,Generating Revenue,"Private Equity, Venture Capital",78393-07P,"Harvard Business School, Degree, 2010; Massachusetts Institute of Technology (MIT), BS (Bachelor of Science), Computer Science; Massachusetts Institute of Technology (MIT), ME (Master of Engineering), Computer Science",3,125793-46T,11/1/2019,4.0,Actual,12.0,16.0,25.0,4.25,3rd Round,2.83,Series A1,Early Stage VC,Venture Capital,4.0,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,40.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2014.0
73422-01T,163156-33,Information Technology,IT Services,IT Consulting and Outsourcing,"Application Software, Business/Productivity Software, IT Consulting and Outsourcing*","CloudTech & DevOps, FinTech, Mobile, Mobile Commerce, TMT","application developer, mobile application developer, software development company, website developer, website development firm",Formerly Angel backed,Out of Business,Pre-venture,141244-75P,,1,73422-01T,7/20/2016,0.01,Actual,-1.0,-1.0,0.0,0.01,Angel,0.0,No Categorization,Angel (individual),Individual,0.01,Completed,Startup,Angel-Backed,0.0,0.0,0,40.0,US Dollars (USD),"Glen Head, NY",Americas,North America,Glen Head,United States,2013.0
73496-17T,163300-78,Information Technology,Communications and Networking,Wireless Communications Equipment,"Communication Software, Wireless Communications Equipment*","Autonomous cars, CloudTech & DevOps, Internet of Things, Mobility Tech, SaaS, TMT","cloud platform, mobility and transportation, mobility application development, mobility cloud interconnect platform, transport infrastructure",Angel-Backed,Generating Revenue,"Pre-venture, Venture Capital",141371-02P,"University of Alaska Anchorage, BS (Bachelor of Science), 2012, Electrical Engineering; University of Alaska, Fairbanks, MS (Master of Science), 2014, Electrical and Computer Engineering; University of Nevada, MS (Master of Science), 2012, Electrical and Electronics Engineering",1,73496-17T,10/26/2016,0.05,Actual,-1.0,-1.0,0.0,0.05,Angel,0.0,No Categorization,Angel (individual),Individual,0.05,Completed,Generating Revenue,Angel-Backed,0.0,0.0,0,40.0,US Dollars (USD),"San Jose, CA",Americas,North America,San Jose,United States,2016.0
112612-33T,163300-78,Information Technology,Communications and Networking,Wireless Communications Equipment,"Communication Software, Wireless Communications Equipment*","Autonomous cars, CloudTech & DevOps, Internet of Things, Mobility Tech, SaaS, TMT","cloud platform, mobility and transportation, mobility application development, mobility cloud interconnect platform, transport infrastructure",Angel-Backed,Generating Revenue,"Pre-venture, Venture Capital",141371-02P,"University of Alaska Anchorage, BS (Bachelor of Science), 2012, Electrical Engineering; University of Alaska, Fairbanks, MS (Master of Science), 2014, Electrical and Computer Engineering; University of Nevada, MS (Master of Science), 2012, Electrical and Electronics Engineering",2,112612-33T,1/1/2017,0.23,Actual,-1.0,-1.0,0.0,0.05,No Round,0.0,No Categorization,Grant,Other,18.2029600523903,Completed,Generating Revenue,Corporation,1.0,1.0,0,40.0,US Dollars (USD),"San Jose, CA",Americas,North America,San Jose,United States,2016.0
115084-72T,163300-78,Information Technology,Communications and Networking,Wireless Communications Equipment,"Communication Software, Wireless Communications Equipment*","Autonomous cars, CloudTech & DevOps, Internet of Things, Mobility Tech, SaaS, TMT","cloud platform, mobility and transportation, mobility application development, mobility cloud interconnect platform, transport infrastructure",Angel-Backed,Generating Revenue,"Pre-venture, Venture Capital",141371-02P,"University of Alaska Anchorage, BS (Bachelor of Science), 2012, Electrical Engineering; University of Alaska, Fairbanks, MS (Master of Science), 2014, Electrical and Computer Engineering; University of Nevada, MS (Master of Science), 2012, Electrical and Electronics Engineering",4,115084-72T,12/28/2018,0.06,Actual,-1.0,-1.0,0.0,0.11,Angel,0.0,No Categorization,Angel (individual),Individual,0.06,Completed,Generating Revenue,Angel-Backed,0.0,0.0,0,40.0,US Dollars (USD),"San Jose, CA",Americas,North America,San Jose,United States,2016.0
115084-99T,163300-78,Information Technology,Communications and Networking,Wireless Communications Equipment,"Communication Software, Wireless Communications Equipment*","Autonomous cars, CloudTech & DevOps, Internet of Things, Mobility Tech, SaaS, TMT","cloud platform, mobility and transportation, mobility application development, mobility cloud interconnect platform, transport infrastructure",Angel-Backed,Generating Revenue,"Pre-venture, Venture Capital",141371-02P,"University of Alaska Anchorage, BS (Bachelor of Science), 2012, Electrical Engineering; University of Alaska, Fairbanks, MS (Master of Science), 2014, Electrical and Computer Engineering; University of Nevada, MS (Master of Science), 2012, Electrical and Electronics Engineering",3,115084-99T,1/1/2018,0.75,Actual,-1.0,-1.0,0.0,0.05,No Round,0.0,No Categorization,Grant,Other,18.2029600523903,Completed,Generating Revenue,Corporation,1.0,0.0,1,40.0,US Dollars (USD),"San Jose, CA",Americas,North America,San Jose,United States,2016.0
73760-59T,163596-61,Information Technology,Software,Educational Software,"Application Software, Education and Training Services (B2B), Educational Software*, Social/Platform Software","CloudTech & DevOps, EdTech, TMT","educational technology, e-learning software, e-learning solutions, learning platform, learning software, online educational resources, private microsoft clouds",Venture Capital-Backed,Generating Revenue,"M&A, Venture Capital",141851-17P,"City University, London, BS (Bachelor of Science), 1989, Business Computing; Ph.D. (Doctor of Philosophy), 2006, Philosophy; University of London, MA (Master of Arts), 2001",3,73760-59T,5/10/2016,4.43,Actual,-1.0,-1.0,0.0,36.71123722431411,1st Round,0.0,Series A,Later Stage VC,Venture Capital,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,3.0,3.0,0,51.0,Euros (EUR),"Watford, United Kingdom",Europe,Western Europe,Watford,United Kingdom,1989.0
126002-44T,163940-68,Information Technology,Software,Software Development Applications,"Application Software, Software Development Applications*","CloudTech & DevOps, Mobile","application developer software, cloudtech and devops, developer tools, error reporting, session replay",Venture Capital-Backed,Generating Revenue,Venture Capital,144213-40P,"Massachusetts Institute of Technology (MIT), BS (Bachelor of Science), 2015, Computer Science and Electrical Engineering",5,126002-44T,11/7/2019,15.0,Actual,85.0,100.0,15.0,30.0,3rd Round,5.64,Series B,Early Stage VC,Venture Capital,15.0,Completed,Generating Revenue,Venture Capital-Backed,5.0,3.0,2,147.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2016.0
117617-95T,163940-68,Information Technology,Software,Software Development Applications,"Application Software, Software Development Applications*","CloudTech & DevOps, Mobile","application developer software, cloudtech and devops, developer tools, error reporting, session replay",Venture Capital-Backed,Generating Revenue,Venture Capital,144213-40P,"Massachusetts Institute of Technology (MIT), BS (Bachelor of Science), 2015, Computer Science and Electrical Engineering",4,117617-95T,3/21/2019,11.0,Actual,25.0,34.0,26.47,15.0,2nd Round,2.26,Series A,Early Stage VC,Venture Capital,9.0,Completed,Generating Revenue,Venture Capital-Backed,2.0,1.0,1,147.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2016.0
99464-05T,163940-68,Information Technology,Software,Software Development Applications,"Application Software, Software Development Applications*","CloudTech & DevOps, Mobile","application developer software, cloudtech and devops, developer tools, error reporting, session replay",Venture Capital-Backed,Generating Revenue,Venture Capital,144213-40P,"Massachusetts Institute of Technology (MIT), BS (Bachelor of Science), 2015, Computer Science and Electrical Engineering",3,99464-05T,8/4/2017,4.0,Actual,8.0,12.0,33.33,4.0,1st Round,1.12,No Categorization,Seed Round,Venture Capital,4.0,Completed,Startup,Venture Capital-Backed,3.0,3.0,0,147.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2016.0
75059-29T,163940-68,Information Technology,Software,Software Development Applications,"Application Software, Software Development Applications*","CloudTech & DevOps, Mobile","application developer software, cloudtech and devops, developer tools, error reporting, session replay",Venture Capital-Backed,Generating Revenue,Venture Capital,144213-40P,"Massachusetts Institute of Technology (MIT), BS (Bachelor of Science), 2015, Computer Science and Electrical Engineering",2,75059-29T,6/21/2016,0.1,Actual,-1.0,-1.0,0.0,36.71123722431411,No Round,0.0,No Categorization,Accelerator/Incubator,Other,18.2029600523903,Completed,Startup,Accelerator/Incubator Backed,1.0,1.0,0,147.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2016.0
75065-14T,163940-68,Information Technology,Software,Software Development Applications,"Application Software, Software Development Applications*","CloudTech & DevOps, Mobile","application developer software, cloudtech and devops, developer tools, error reporting, session replay",Venture Capital-Backed,Generating Revenue,Venture Capital,144213-40P,"Massachusetts Institute of Technology (MIT), BS (Bachelor of Science), 2015, Computer Science and Electrical Engineering",1,75065-14T,1/2/2016,17.205997603355303,Actual,-1.0,-1.0,0.0,36.71123722431411,No Round,0.0,No Categorization,Grant,Other,18.2029600523903,Completed,Startup,Corporation,1.0,1.0,0,147.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2016.0
78527-89T,164358-91,Information Technology,Computer Hardware,Other Hardware,"Application Software, Other Energy, Other Hardware*","CloudTech & DevOps, Internet of Things, Mobile, SaaS, TMT","cloud-based mobile application, home automation, iot platform, mobile app development, system integration solution",Angel-Backed,Generating Revenue,Pre-venture,150087-97P,"Degree, Engineering; MBA (Master of Business Administration)",1,78527-89T,8/24/2016,17.205997603355303,Estimated,-1.0,-1.0,0.0,36.71123722431411,1st Round,0.0,No Categorization,Seed Round,Individual,18.2029600523903,Completed,Generating Revenue,Angel-Backed,2.0,2.0,0,40.0,India Rupees (INR),"Gurgaon, India",Asia,South Asia,Gurgaon,India,2005.0
74741-32T,164373-31,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","caas, cloud native, cloudtech, container-as-a-service, faas, faas platform, function as a service, function-as-a-service, legacy application, policy engine, serverless application platform, serverless cloud",Formerly VC-backed,Out of Business,Venture Capital,143605-81P,"New York University, BA (Bachelor of Arts), 1997, Political Science",1,74741-32T,12/2/2016,2.5,Actual,-1.0,-1.0,0.0,2.5,1st Round,0.0,No Categorization,Seed Round,Venture Capital,2.5,Completed,Generating Revenue,Venture Capital-Backed,3.0,3.0,0,2.0,US Dollars (USD),"Newark, NJ",Americas,North America,Newark,United States,2015.0
106500-43T,164373-31,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","caas, cloud native, cloudtech, container-as-a-service, faas, faas platform, function as a service, function-as-a-service, legacy application, policy engine, serverless application platform, serverless cloud",Formerly VC-backed,Out of Business,Venture Capital,48512-26P,"New York University, BA (Bachelor of Arts), 1997, Political Science",2,106500-43T,5/11/2018,2.0,Actual,-1.0,-1.0,0.0,4.5,2nd Round,0.0,No Categorization,Early Stage VC,Venture Capital,2.0,Completed,Generating Revenue,Venture Capital-Backed,4.0,2.0,2,2.0,US Dollars (USD),"Newark, NJ",Americas,North America,Newark,United States,2015.0
121753-72T,164373-31,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","caas, cloud native, cloudtech, container-as-a-service, faas, faas platform, function as a service, function-as-a-service, legacy application, policy engine, serverless application platform, serverless cloud",Formerly VC-backed,Out of Business,Venture Capital,48512-26P,"New York University, BA (Bachelor of Arts), 1997, Political Science",3,121753-72T,6/21/2018,17.205997603355303,Actual,-1.0,-1.0,0.0,4.5,No Round,0.0,No Categorization,Accelerator/Incubator,Other,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,2.0,US Dollars (USD),"Newark, NJ",Americas,North America,Newark,United States,2015.0
120223-00T,164386-36,Information Technology,Software,Application Software,Application Software*,"CloudTech & DevOps, Mobile, TMT","application development platform, interactive web portal, web application",Angel-Backed,Generating Revenue,"Pre-venture, Venture Capital",143671-42P,,4,120223-00T,4/30/2019,0.4,Actual,3.6,4.0,10.0,2.03,3rd Round,1.0,No Categorization,Seed Round,Venture Capital,0.4,Completed,Generating Revenue,Angel-Backed,0.0,0.0,0,40.0,US Dollars (USD),"Raleigh, NC",Americas,North America,Raleigh,United States,2010.0
74770-57T,164386-36,Information Technology,Software,Application Software,Application Software*,"CloudTech & DevOps, Mobile, TMT","application development platform, interactive web portal, web application",Angel-Backed,Generating Revenue,"Pre-venture, Venture Capital",143671-42P,,3,74770-57T,12/28/2017,0.63,Actual,2.5,3.13,20.1,1.63,2nd Round,1.0,No Categorization,Seed Round,Venture Capital,0.63,Completed,Generating Revenue,Angel-Backed,0.0,0.0,0,40.0,US Dollars (USD),"Raleigh, NC",Americas,North America,Raleigh,United States,2010.0
137082-61T,164386-36,Information Technology,Software,Application Software,Application Software*,"CloudTech & DevOps, Mobile, TMT","application development platform, interactive web portal, web application",Angel-Backed,Generating Revenue,"Pre-venture, Venture Capital",143671-42P,,2,137082-61T,8/10/2016,0.88,Actual,1.5,2.38,36.84,1.0,1st Round,1.0,No Categorization,Seed Round,Venture Capital,0.88,Completed,Startup,Angel-Backed,0.0,0.0,0,40.0,US Dollars (USD),"Raleigh, NC",Americas,North America,Raleigh,United States,2010.0
118690-21T,165913-30,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*","CloudTech & DevOps, SaaS, TMT","bare metal cloud, bare metal provisioning, cloudtech and devops, data center automation, devops, distributing infrastructure management, edge infrastructure, infrastructure as coding, infrastructure software, provisioning software",Venture Capital-Backed,Profitable,Venture Capital,143876-44P,"Duke University, BS (Bachelor of Science), 1991, Engineering; Louisiana State University, MS (Master of Science), 1993",2,118690-21T,1/22/2019,0.5,Actual,0.75,1.25,40.0,2.3,2nd Round,0.14,No Categorization,Seed Round,Venture Capital,0.5,Completed,Profitable,Venture Capital-Backed,4.0,0.0,4,7.0,US Dollars (USD),"Austin, TX",Americas,North America,Austin,United States,2014.0
74881-81T,165913-30,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*","CloudTech & DevOps, SaaS, TMT","bare metal cloud, bare metal provisioning, cloudtech and devops, data center automation, devops, distributing infrastructure management, edge infrastructure, infrastructure as coding, infrastructure software, provisioning software",Venture Capital-Backed,Profitable,Venture Capital,143876-44P,"Duke University, BS (Bachelor of Science), 1991, Engineering; Louisiana State University, MS (Master of Science), 1993",1,74881-81T,6/20/2017,1.8,Actual,-1.0,-1.0,0.0,1.8,1st Round,0.0,No Categorization,Seed Round,Venture Capital,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,7.0,7.0,0,7.0,US Dollars (USD),"Austin, TX",Americas,North America,Austin,United States,2014.0
75739-87T,166387-69,Information Technology,Software,Application Software,"Application Software*, Other Business Products and Services","CloudTech & DevOps, SaaS, TMT","checking website, performance testing, performance testing tool, software testing services",Formerly VC-backed,Out of Business,Venture Capital,145485-19P,,1,75739-87T,7/28/2016,0.2,Actual,0.74,0.93,21.12,0.2,1st Round,7.55,No Categorization,Seed Round,Venture Capital,0.2,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,40.0,British Pounds (GBP),"London, United Kingdom",Europe,Western Europe,London,United Kingdom,2014.0
75746-17T,166390-03,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*, Media and Information Services (B2B)","CloudTech & DevOps, SaaS, TMT","data automation software, data extraction, extraction software, web scrapers, web scraping software",Formerly VC-backed,Generating Revenue,Venture Capital,52865-56P,"Aarhus University, Degree, 1997; Aarhus University, Degree, 2003",1,75746-17T,1/1/2015,17.205997603355303,Estimated,-1.0,-1.0,0.0,36.71123722431411,1st Round,0.0,No Categorization,Early Stage VC,Venture Capital,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,2.0,2.0,0,11.0,Danish Kroner (DKK),"Copenhagen, Denmark",Europe,Northern Europe,Copenhagen,Denmark,2012.0
75809-53T,166418-83,Information Technology,IT Services,Systems and Information Management,"Database Software, Systems and Information Management*","CloudTech & DevOps, SaaS, TMT","bioinformatics, business intelligence data, cloud computing model, cloud computing platform, cloud infrastructure, data storage system, shared storage",Accelerator/Incubator Backed,Generating Revenue,Venture Capital,204882-04P,,2,75809-53T,9/8/2016,0.03,Actual,0.43,0.46,7.0,0.28,1st Round,0.0,No Categorization,Seed Round,Venture Capital,0.03,Completed,Startup,Venture Capital-Backed,1.0,1.0,0,40.0,Russian Ruble (RUB),"Moscow, Russia",Europe,Eastern Europe,Moscow,Russia,2015.0
118958-77T,166418-83,Information Technology,IT Services,Systems and Information Management,"Database Software, Systems and Information Management*","CloudTech & DevOps, SaaS, TMT","bioinformatics, business intelligence data, cloud computing model, cloud computing platform, cloud infrastructure, data storage system, shared storage",Accelerator/Incubator Backed,Generating Revenue,Venture Capital,204882-04P,,3,118958-77T,5/16/2019,0.04,Actual,-1.0,-1.0,0.0,0.32,No Round,0.0,No Categorization,Accelerator/Incubator,Other,0.04,Completed,Generating Revenue,Accelerator/Incubator Backed,1.0,1.0,0,40.0,US Dollars (USD),"Moscow, Russia",Europe,Eastern Europe,Moscow,Russia,2015.0
118959-85T,166418-83,Information Technology,IT Services,Systems and Information Management,"Database Software, Systems and Information Management*","CloudTech & DevOps, SaaS, TMT","bioinformatics, business intelligence data, cloud computing model, cloud computing platform, cloud infrastructure, data storage system, shared storage",Accelerator/Incubator Backed,Generating Revenue,Venture Capital,204882-04P,,1,118959-85T,5/1/2015,0.25,Actual,-1.0,-1.0,0.0,0.25,Angel,0.0,No Categorization,Angel (individual),Individual,0.25,Completed,Startup,Angel-Backed,2.0,2.0,0,40.0,US Dollars (USD),"Moscow, Russia",Europe,Eastern Europe,Moscow,Russia,2015.0
75814-66T,166419-46,Information Technology,Software,Internet Software,"Application Software, Internet Software*","CloudTech & DevOps, Mobile, TMT","marketing activity analysis, mobile application development, sales loyalty program",Formerly Accelerator/Incubator backed,Out of Business,Venture Capital,145609-66P,"Degree; Degree, 1996, Mass Communications",2,75814-66T,6/14/2016,0.03,Actual,0.42,0.46,7.0,0.03,1st Round,0.0,No Categorization,Seed Round,Venture Capital,0.03,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,40.0,Russian Ruble (RUB),"Moscow, Russia",Europe,Eastern Europe,Moscow,Russia,2014.0
75815-20T,166419-46,Information Technology,Software,Internet Software,"Application Software, Internet Software*","CloudTech & DevOps, Mobile, TMT","marketing activity analysis, mobile application development, sales loyalty program",Formerly Accelerator/Incubator backed,Out of Business,Venture Capital,145609-66P,"Degree; Degree, 1996, Mass Communications",3,75815-20T,9/16/2016,17.205997603355303,Actual,-1.0,-1.0,0.0,0.03,No Round,0.0,No Categorization,Accelerator/Incubator,Other,18.2029600523903,Completed,Generating Revenue,Accelerator/Incubator Backed,1.0,1.0,0,40.0,Russian Ruble (RUB),"Moscow, Russia",Europe,Eastern Europe,Moscow,Russia,2014.0
120095-02T,166520-98,Information Technology,Software,Social/Platform Software,"Application Software, Social/Platform Software*","CloudTech & DevOps, SaaS, TMT","application management platform, cloud application, cloud application management, cloud infrastructure, cloudtech and devops",Angel-Backed,Startup,Pre-venture,145609-66P,"Degree; Degree, 1996, Mass Communications",2,120095-02T,6/6/2019,9.2,Actual,-1.0,-1.0,0.0,9.2,Angel,0.0,No Categorization,Angel (individual),Individual,9.2,Completed,Startup,Angel-Backed,0.0,0.0,0,5.0,US Dollars (USD),"San Mateo, CA",Americas,North America,San Mateo,United States,2014.0
76130-20T,166602-52,Information Technology,Software,Software Development Applications,"Social/Platform Software, Software Development Applications*","CloudTech & DevOps, Mobile, SaaS, TMT","application development platform, mobile application development, mobile backend services",Angel-Backed,Startup,Pre-venture,146159-65P,"KTH Royal Institute of Technology, Degree, 2002, Computer Science and Engineering",1,76130-20T,7/29/2016,0.32,Actual,-1.0,-1.0,0.0,0.32,Angel,0.0,No Categorization,Angel (individual),Individual,0.32,Completed,Startup,Angel-Backed,1.0,1.0,0,40.0,Swedish Krona (SEK),"Stockholm, Sweden",Europe,Northern Europe,Stockholm,Sweden,2015.0
97306-03T,166647-16,Information Technology,Software,Software Development Applications,"Automation/Workflow Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","automation platform, cloud native application, software development, software development application, software development platform, web development",Venture Capital-Backed,Generating Revenue,Venture Capital,38960-29P,"University of Sydney, BA (Bachelor of Arts), 1991, Computer Science & Mathematics; University of Sydney, Ph.D. (Doctor of Philosophy), 1995",1,97306-03T,11/22/2017,22.06,Actual,43.94,66.0,33.43,22.06,1st Round,4.48,Series A,Early Stage VC,Venture Capital,22.06,Completed,Generating Revenue,Venture Capital-Backed,3.0,3.0,0,13.0,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,United States,2015.0
76353-13T,166716-19,Information Technology,Software,Business/Productivity Software,"Application Software, Business/Productivity Software*, Media and Information Services (B2B)","CloudTech & DevOps, Internet of Things, SaaS, TMT","assets tracking software, cloud iot software, environmental metrics, situational awareness, software development company",Formerly VC-backed,Out of Business,Venture Capital,146542-78P,,2,76353-13T,3/6/2015,17.205997603355303,Estimated,-1.0,-1.0,0.0,36.71123722431411,1st Round,0.0,No Categorization,Early Stage VC,Venture Capital,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,40.0,US Dollars (USD),"Lewisburg, PA",Americas,North America,Lewisburg,United States,2013.0
76505-86T,166758-31,Information Technology,IT Services,IT Consulting and Outsourcing,"Business/Productivity Software, IT Consulting and Outsourcing*, Software Development Applications","CloudTech & DevOps, SaaS, TMT","app development, app management, deploying application platform, devops software, devops support, devops tools",Accelerator/Incubator Backed,Generating Revenue,"Pre-venture, Venture Capital",146765-89P,,3,76505-86T,9/28/2016,0.04,Actual,0.46,0.5,8.0,0.04,No Round,0.0,No Categorization,Accelerator/Incubator,Other,0.04,Completed,Startup,Accelerator/Incubator Backed,1.0,1.0,0,25.0,US Dollars (USD),"Irvine, CA",Americas,North America,Irvine,United States,2015.0
76572-01T,166758-31,Information Technology,IT Services,IT Consulting and Outsourcing,"Business/Productivity Software, IT Consulting and Outsourcing*, Software Development Applications","CloudTech & DevOps, SaaS, TMT","app development, app management, deploying application platform, devops software, devops support, devops tools",Accelerator/Incubator Backed,Generating Revenue,"Pre-venture, Venture Capital",146765-89P,,1,76572-01T,10/1/2015,17.205997603355303,Actual,-1.0,-1.0,0.0,36.71123722431411,No Round,0.0,No Categorization,Accelerator/Incubator,Other,18.2029600523903,Completed,Startup,Accelerator/Incubator Backed,1.0,1.0,0,25.0,US Dollars (USD),"Irvine, CA",Americas,North America,Irvine,United States,2015.0
76572-10T,166758-31,Information Technology,IT Services,IT Consulting and Outsourcing,"Business/Productivity Software, IT Consulting and Outsourcing*, Software Development Applications","CloudTech & DevOps, SaaS, TMT","app development, app management, deploying application platform, devops software, devops support, devops tools",Accelerator/Incubator Backed,Generating Revenue,"Pre-venture, Venture Capital",146765-89P,,2,76572-10T,3/1/2016,17.205997603355303,Actual,-1.0,-1.0,0.0,36.71123722431411,1st Round,0.0,No Categorization,Seed Round,Venture Capital,18.2029600523903,Completed,Startup,Angel-Backed,0.0,0.0,0,25.0,US Dollars (USD),"Irvine, CA",Americas,North America,Irvine,United States,2015.0
155280-88T,166758-31,Information Technology,IT Services,IT Consulting and Outsourcing,"Business/Productivity Software, IT Consulting and Outsourcing*, Software Development Applications","CloudTech & DevOps, SaaS, TMT","app development, app management, deploying application platform, devops software, devops support, devops tools",Accelerator/Incubator Backed,Generating Revenue,"Pre-venture, Venture Capital",146765-89P,,4,155280-88T,9/12/2017,0.1,Actual,-1.0,-1.0,0.0,0.04,No Round,0.25,No Categorization,Equity Crowdfunding,Individual,0.1,Completed,Generating Revenue,Accelerator/Incubator Backed,0.0,0.0,0,25.0,US Dollars (USD),"Irvine, CA",Americas,North America,Irvine,United States,2015.0
76508-92T,166761-82,Information Technology,Software,Application Software,"Application Software*, Social/Platform Software","CloudTech & DevOps, Robotics and Drones, TMT","execute drone applications, software tools, toolkit",Formerly VC-backed,Out of Business,Venture Capital,146770-93P,"University of Nevada, BS (Bachelor of Science), Mechanical Engineerng; University of Nevada, MS (Master of Science), 2012, Mechanical Engineerng",3,76508-92T,9/28/2016,0.12,Actual,0.31,0.33,6.0,1.22,1st Round,0.0,No Categorization,Early Stage VC,Venture Capital,0.02,Completed,Startup,Venture Capital-Backed,3.0,3.0,0,9.0,US Dollars (USD),"Henderson, NV",Americas,North America,Henderson,United States,2014.0
90890-20T,167097-61,Information Technology,IT Services,Systems and Information Management,"Business/Productivity Software, Systems and Information Management*","CloudTech & DevOps, SaaS, TMT","cloud infrastructure, cloud infrastructure services, enterprise application optimization, enterprise management, it infrastructure services",Formerly VC-backed,Generating Revenue,Venture Capital,35412-22P,"BS (Bachelor of Science), 1985, Electronics and Communications; Post Graduate Diploma, Computer Science; Utah State University, MS (Master of Science), Computer Science",2,90890-20T,5/12/2017,15.0,Estimated,70.0,85.0,17.65,35.75,2nd Round,1.65,Series B,Early Stage VC,Venture Capital,15.0,Completed,Startup,Venture Capital-Backed,1.0,1.0,0,77.0,US Dollars (USD),"Santa Clara, CA",Americas,North America,Santa Clara,United States,2016.0
77038-12T,167097-61,Information Technology,IT Services,Systems and Information Management,"Business/Productivity Software, Systems and Information Management*","CloudTech & DevOps, SaaS, TMT","cloud infrastructure, cloud infrastructure services, enterprise application optimization, enterprise management, it infrastructure services",Formerly VC-backed,Generating Revenue,Venture Capital,35412-22P,"BS (Bachelor of Science), 1985, Electronics and Communications; Post Graduate Diploma, Computer Science; Utah State University, MS (Master of Science), Computer Science",1,77038-12T,6/24/2016,20.75,Actual,19.25,40.0,51.88,20.75,1st Round,2.0,No Categorization,Early Stage VC,Venture Capital,20.75,Completed,Startup,Venture Capital-Backed,2.0,2.0,0,77.0,US Dollars (USD),"Santa Clara, CA",Americas,North America,Santa Clara,United States,2016.0
