Workshop,Region/Country,Industry,Organization size,Participant ID,Race,Gender,Orientation,Age,Disability,Years in company,Satisfaction,Staff level,Staff type,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,345,skip,female,heterosexual,50+,none,25,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,346,white,skip,skip,20+,none,7,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,347,white,male,skip,30+,invisible,3,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,348,white,male,heterosexual,20+,none,1,-1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,349,black,female,heterosexual,50+,invisible,28,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,350,white,female,heterosexual,30+,none,0,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,351,skip,female,heterosexual,40+,none,20,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,352,white,female,asexual,skip,invisible,0,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,353,black,male,asexual,50+,none,15,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,354,white,male,gay,30+,none,18,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,355,white,male,heterosexual,30+,none,1,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,356,white,female,heterosexual,30+,none,0,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,357,asian,female,empty,30+,none,4,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,358,white,empty,empty,30+,none,10,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,359,white,male,heterosexual,50+,none,4,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,360,asian,female,empty,30+,none,4,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,361,asian,female,heterosexual,20+,none,2,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,362,empty,empty,empty,empty,empty,0,empty,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,363,black,male,heterosexual,40+,none,3,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,364,skip,skip,skip,skip,skip,7,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,365,asian,female,empty,30+,none,4,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,367,asian,female,heterosexual,30+,none,2,1,,,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,639,black,male,heterosexual,30+,none,10,0,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,640,black,female,gay,40+,none,24,2,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,641,white,female,heterosexual,30+,none,4,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,642,white,female,heterosexual,30+,none,3,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,643,black,female,heterosexual,20+,none,6,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,644,white,female,heterosexual,20+,none,2,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,645,black,male,heterosexual,20+,none,1,0,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,646,white,female,heterosexual,20+,none,2,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,647,white,male,heterosexual,40+,none,2,-1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,648,white,female,heterosexual,50+,none,5,-1,part-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,649,black,female,heterosexual,30+,visible,4,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,650,black,female,heterosexual,20+,skip,2,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,651,white,female,bisexual,20+,skip,5,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,652,black,female,heterosexual,30+,none,5,2,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,653,black,female,heterosexual,20+,none,5,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,654,black,female,heterosexual,30+,none,5,-1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,655,black,female,heterosexual,30+,none,13,0,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,656,black,female,heterosexual,40+,none,6,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,657,white,female,heterosexual,20+,none,3,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,658,black,male,heterosexual,30+,none,7,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,659,black,female,heterosexual,30+,none,10,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,660,black,female,heterosexual,30+,none,0,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,661,LatinX,male,heterosexual,30+,none,2,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,662,Afro Indian,non-conforming,a soul lover,40+,both,15,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,663,hispanic,male,heterosexual,50+,invisible,11,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,664,black,male,heterosexual,40+,none,15,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,665,black,female,asexual,20+,none,5,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,666,black,male,heterosexual,30+,invisible,6,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,667,black,male,heterosexual,40+,none,2,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,668,black,male,heterosexual,20+,none,3,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,669,black,female,heterosexual,30+,none,1,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,670,white,female,heterosexual,30+,none,4,1,part-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,671,,female,,,none,10,0,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,672,white,female,heterosexual,50+,none,3,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,673,white,male,heterosexual,40+,none,2.5,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,674,white,female,heterosexual,30+,invisible,10,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,675,black,female,heterosexual,30+,none,6,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,676,white,male,heterosexual,40+,none,20,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,677,black,female,heterosexual,40+,none,7,2,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,678,white,female,heterosexual,40+,none,11,2,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,679,black,male,heterosexual,30+,none,14,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,680,Mixed,male,asexual,20+,none,3,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,681,black,female,heterosexual,50+,none,23,2,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,682,black,female,heterosexual,20+,none,5,-2,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,683,black,female,heterosexual,40+,none,19,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,684,black,female,heterosexual,40+,none,,0,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,685,white,male,heterosexual,30+,none,0,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,686,black,female,gay,30+,none,14,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,687,empty,female,asexual,30+,invisible,5,0,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,689,black,female,heterosexual,60+,none,42,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,690,Biracial (Asian and Black American),female,heterosexual,20+,none,8,2,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,691,black,male,,40+,none,10,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,692,black,male,heterosexual,skip,none,23,2,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,693,empty,empty,empty,empty,empty,,empty,empty,empty,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,694,white,female,heterosexual,30+,none,3,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,695,white,female,heterosexual,20+,invisible,2,0,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,696,white,female,heterosexual,20+,invisible,3,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,697,black,female,heterosexual,30+,none,4,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,698,white,female,heterosexual,40+,none,3,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,699,black,female,heterosexual,40+,none,0,2,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,700,black,female,skip,20+,none,2,0,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,701,black,female,heterosexual,20+,none,0,2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,702,black,male,gay,40+,none,2,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,703,black,female,asexual,20+,none,4,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,704,hispanic,female,heterosexual,20+,none,1,2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,705,skip,skip,skip,skip,skip,0,skip,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,706,black,female,gay,20+,none,,2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,707,black,male,asexual,30+,none,6,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,708,black,female,skip,20+,none,3,-1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,709,black,female,heterosexual,30+,none,10,0,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,710,black,female,heterosexual,20+,invisible,,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,711,black,female,heterosexual,40+,none,3,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,712,black,female,heterosexual,20+,visible,3,0,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,713,black,female,,20+,invisible,1,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,714,black,female,heterosexual,40+,none,,0,part-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,715,black,non-conforming,queer,20+,both,3,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,716,black,male,gay,40+,invisible,9,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,717,black,female,heterosexual,20+,none,0,2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,718,black,female,,20+,none,3,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,719,black,female,heterosexual,20+,none,1,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,720,black,male,heterosexual,20+,none,1,2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,721,black,female,heterosexual,30+,invisible,7,2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,722,black,male,asexual,30+,none,5,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,723,pacific,male,heterosexual,20+,invisible,1,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,724,black,female,heterosexual,20+,none,8,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,725,Afro Latino,male,heterosexual,20+,none,1,-1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,726,black,female,heterosexual,60+,both,2,-1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,727,black,female,heterosexual,40+,none,6,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,728,black,female,heterosexual,30+,none,1,-2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,729,black,male,heterosexual,20+,none,6,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,730,empty,empty,empty,empty,empty,,empty,empty,empty,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,731,black,female,heterosexual,50+,invisible,12,-1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,732,black,male,heterosexual,40+,none,4,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,733,hispanic,female,heterosexual,40+,none,9,-1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,734,black,female,heterosexual,40+,none,3,-1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,735,hispanic,male,heterosexual,19 going to 20,none,3,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,736,Human,non-binary,gay,20+,invisible,3,2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,737,black,female,empty,40+,none,,2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,738,mixed,female,heterosexual,20+,invisible,0,0,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,739,black,female,heterosexual,20+,none,7,2,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,740,black,female,heterosexual,20+,none,0,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,741,black,male,heterosexual,40+,none,18,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,742,hispanic,female,bisexual,20+,invisible,5,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,743,black,male,heterosexual,skip,none,1,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,744,white,female,heterosexual,40+,invisible,3.5,-2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,745,black,female,heterosexual,50+,none,20,-1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,746,black,male,heterosexual,50+,none,5,-1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,747,black,female,asexual,20+,none,2,0,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,748,hispanic,female,heterosexual,20+,none,2,0,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,749,black,male,asexual,20+,none,6,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,750,black,female,heterosexual,30+,none,3,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,751,black,male,heterosexual,20+,none,7,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,752,black,female,heterosexual,30+,none,4,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,753,black,female,heterosexual,40+,none,11,1,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,754,black,male,heterosexual,40+,none,4,-1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,755,white,female,heterosexual,30+,none,2,-2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,756,black,female,bisexual,20+,invisible,,2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,757,black,male,heterosexual,skip,none,10,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,758,white,male,heterosexual,60+,none,39,2,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,759,black,female,heterosexual,60+,invisible,5,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,760,white,female,heterosexual,40+,none,2,2,full-time,support-center,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,761,black,male,heterosexual,20+,none,10,2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,762,black,female,heterosexual,60+,invisible,0,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,763,black,male,heterosexual,30+,none,2,0,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,764,black,female,heterosexual,60+,none,15,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,765,black,female,heterosexual,40+,none,3,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,766,black,female,heterosexual,30+,none,11,-1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,767,Mixed,male,heterosexual,20+,none,5,-1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,768,black,female,heterosexual,40+,invisible,5,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,769,white,male,skip,50+,invisible,10,2,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,770,black,male,heterosexual,30+,none,4,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,771,white,female,heterosexual,40+,invisible,3,-2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,772,black,male,heterosexual,20+,none,,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,773,black,male,skip,20+,none,0,2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,774,black,female,asexual,20+,none,9,2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,775,Ayita,female,,19,none,3,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,777,black,female,empty,50+,none,1,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,778,white,female,heterosexual,30+,none,7,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,779,black,female,heterosexual,60+,none,5,-1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,780,black,female,heterosexual,60+,none,2,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,781,black,female,heterosexual,30+,none,6,0,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,782,black,male,skip,30+,none,1,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,783,black,male,heterosexual,30+,none,1,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,784,black,male,heterosexual,40+,skip,9,2,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,785,black,female,heterosexual,20+,invisible,1,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,786,empty,skip,heterosexual,skip,none,,1,skip,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,787,black,female,heterosexual,20+,none,0,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,788,black,female,asexual,20+,invisible,1,2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,789,black,male,heterosexual,40+,none,12,2,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,790,black,male,heterosexual,20+,none,1,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,791,black,empty,empty,empty,empty,,empty,empty,empty,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,792,skip,male,Straight Male,skip,none,4,2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,793,black,male,heterosexual,30+,none,0,0,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,794,skip,skip,skip,60+,none,4,skip,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,795,black,female,heterosexual,30+,none,0,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,796,"African American, Caucasian, Indian",female,heterosexual,30+,none,4,1,full-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,797,black,female,heterosexual,skip,none,,-1,full-time,empty,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,799,skip,skip,skip,skip,skip,0,skip,skip,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,800,black,female,,40+,invisible,20,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,801,white,female,heterosexual,40+,none,0,2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,802,black,female,heterosexual,70+,none,13,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,803,white,empty,empty,70+,skip,2,2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,804,empty,female,skip,20+,none,6,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,805,black,female,skip,40+,invisible,3,-2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,806,hispanic,female,heterosexual,30+,none,0,1,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,807,black,male,empty,30+,none,,2,part-time,club,,,,,,,,,,,,,,,,
008,US,Nonprofit,201-500 ,808,black,male,asexual,20+,none,3,2,part-time,club,,,,,,,,,,,,,,,,
006,US,Various,N/A,595,white,female,heterosexual,30,invisible,0,1,,,,,,,,,,,,,,,,,,
006,US,Various,N/A,596,hispanic,female,heterosexual,30,none,0,2,,,,,,,,,,,,,,,,,,
006,US,Various,N/A,597,white,trans man,bisexual,40,none,0,2,,,,,,,,,,,,,,,,,,
006,US,Various,N/A,598,black,female,heterosexual,40,none,0,2,,,,,,,,,,,,,,,,,,
006,US,Various,N/A,600,white,female,heterosexual,50,invisible,0,2,,,,,,,,,,,,,,,,,,
006,US,Various,N/A,601,white,male,heterosexual,70,none,0,2,,,,,,,,,,,,,,,,,,
006,US,Various,N/A,602,black,female,heterosexual,30,none,0,1,,,,,,,,,,,,,,,,,,
006,US,Various,N/A,603,black,female,heterosexual,60,none,0,1,,,,,,,,,,,,,,,,,,
006,US,Various,N/A,605,white,female,gay,40,invisible,0,1,,,,,,,,,,,,,,,,,,
006,US,Various,N/A,606,white,male,queer,30,both,0,1,,,,,,,,,,,,,,,,,,
006,US,Various,N/A,607,asian,female,heterosexual,40,none,0,-1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
